F1,Precision,Recall,ROC_AUC,PR_AUC,Brier,TP,FP,TN,FN,n,region,horizon
0.0,0.0,0.0,0.7031963470319635,0.18383097584995772,0.17064820677254294,0,0,73,6,79,kyiv,2
0.0,0.0,0.0,0.5045662100456622,0.09164577580479369,0.17143243458917864,0,0,73,6,79,kyiv,3
0.0,0.0,0.0,0.4246575342465754,0.07293675627716376,0.16658591645310356,0,0,73,6,79,kyiv,4
0.0,0.0,0.0,0.2996031746031746,0.0682032262832304,0.17551380420063384,0,0,72,7,79,kyiv,5
0.0,0.0,0.0,0.4067460317460318,0.08037751751436847,0.17216393575334307,0,0,72,7,79,kyiv,6
0.0,0.0,0.0,0.39682539682539675,0.08474925266337587,0.17470085640297217,0,0,72,7,79,kyiv,7
0.0,0.0,0.0,,0.0,0.04397864485937968,0,0,79,0,79,luhansk,1
0.0,0.0,0.0,,0.0,0.04407506579124706,0,0,79,0,79,luhansk,2
0.0,0.0,0.0,,0.0,0.04530766341702399,0,0,79,0,79,luhansk,3
0.0,0.0,0.0,,0.0,0.04552784033325727,0,0,79,0,79,luhansk,4
0.0,0.0,0.0,,0.0,0.0477943866066084,0,0,79,0,79,luhansk,5
0.0,0.0,0.0,,0.0,0.04388695339034607,0,0,79,0,79,luhansk,6
0.0,0.0,0.0,,0.0,0.0471547195193257,0,0,79,0,79,luhansk,7
0.0,0.0,0.0,0.5064935064935066,0.060160427807486636,0.06289823828026145,0,0,77,2,79,lviv,1
0.0,0.0,0.0,0.577922077922078,0.04304029304029304,0.06663789562619638,0,0,77,2,79,lviv,2
0.0,0.0,0.0,0.4090909090909091,0.03582363747703613,0.06251248265639738,0,0,77,2,79,lviv,3
0.0,0.0,0.0,0.487012987012987,0.05295429208472687,0.06429304016345228,0,0,77,2,79,lviv,4
0.0,0.0,0.0,0.6363636363636364,0.5172413793103449,0.06283475679374027,0,0,77,2,79,lviv,5
0.0,0.0,0.0,0.5194805194805194,0.03970125786163522,0.06681738073815806,0,0,77,2,79,lviv,6
0.0,0.0,0.0,0.512987012987013,0.08551307847082494,0.06502394362405206,0,0,77,2,79,lviv,7
0.16,0.10526315789473684,0.3333333333333333,0.5525114155251142,0.19522430675564356,0.21832517607696528,2,17,56,4,79,mykolaiv,1
0.2727272727272727,0.1875,0.5,0.6027397260273972,0.13471344726189688,0.20911796806043279,3,13,60,3,79,mykolaiv,2
0.19047619047619047,0.13333333333333333,0.3333333333333333,0.5365296803652968,0.11499820985115103,0.21500355760477158,2,13,60,4,79,mykolaiv,3
0.0,0.0,0.0,0.5525114155251142,0.09238650254868841,0.21516643183950973,0,18,55,6,79,mykolaiv,4
0.10526315789473684,0.07692307692307693,0.16666666666666666,0.58675799086758,0.10568645348290964,0.20730315611167854,1,12,61,5,79,mykolaiv,5
0.07142857142857142,0.047619047619047616,0.14285714285714285,0.45039682539682535,0.09164035425490952,0.21766379352113593,1,20,52,6,79,mykolaiv,6
0.25,0.2,0.3333333333333333,0.4840182648401826,0.14722912378812603,0.20444973454690948,2,8,65,4,79,mykolaiv,7
0.08333333333333333,0.047619047619047616,0.3333333333333333,0.5219298245614035,0.06837606837606838,0.2082376233495207,1,20,56,2,79,odesa,1
0.08695652173913043,0.05,0.3333333333333333,0.44298245614035087,0.10901139463970469,0.20307460694277868,1,19,57,2,79,odesa,2
0.09090909090909091,0.05263157894736842,0.3333333333333333,0.6052631578947368,0.2018896447467876,0.20513619083687207,1,18,58,2,79,odesa,3
0.09523809523809523,0.05555555555555555,0.3333333333333333,0.43859649122807015,0.13630672926447573,0.20735570190068428,1,17,59,2,79,odesa,4
0.08333333333333333,0.047619047619047616,0.3333333333333333,0.49122807017543857,0.06623796471993815,0.20832143984706106,1,20,56,2,79,odesa,5
0.08333333333333333,0.047619047619047616,0.3333333333333333,0.5526315789473684,0.08056022408963585,0.20816809723454396,1,20,56,2,79,odesa,6
0.1,0.058823529411764705,0.3333333333333333,0.6491228070175439,0.09690893901420217,0.20311518009684798,1,16,60,2,79,odesa,7
0.0,0.0,0.0,0.5476190476190476,0.11657186482767878,0.12643720108595471,0,0,72,7,79,poltava,1
0.0,0.0,0.0,0.5119047619047619,0.10456534733760056,0.12373927064286867,0,0,72,7,79,poltava,2
0.0,0.0,0.0,0.4801587301587301,0.09234633471167399,0.12784264460610267,0,0,72,7,79,poltava,3
0.0,0.0,0.0,0.2956349206349206,0.06914202953223089,0.13494939149509197,0,0,72,7,79,poltava,4
