Feature,h1_importance,h2_importance,h3_importance,h4_importance,h5_importance,h6_importance,h7_importance,mean_importance
env_weather_shortwave_radiation_sum_futcov_lag2,0.0016806974853314503,0.0028458934825331666,0.004296663529734545,0.0022045187511838256,0.0024508247715890642,0.0033734495107755084,0.0012244071526109398,0.002582350669108357
ewm_expdecay7_com_aid_financial_pastcov_lag-14,0.002947777451068863,0.0020395298304529065,0.0020734216100623125,0.001499310919846177,0.0023766380200881186,0.003299781038723358,0.0037144510046642197,0.0025644156964151365
env_weather_pressure_msl_min_futcov_lag1,0.001973405768308152,0.0029247247935126623,0.0030460517174062092,0.0031786520338742685,0.0019415246295499545,0.001903675348542421,0.0029281197788027886,0.0025565934385709224
env_weather_wind_speed_10m_max_futcov_lag3,0.003276231954162492,0.005002825457470449,0.002947611503788873,0.0024177242045434633,0.0012722826071897577,0.0009767871678612809,0.001754801125838097,0.0025211805744077736
env_weather_wind_gusts_10m_max_futcov_lag0,0.004978073487142355,0.0025314826404933045,0.0017399167518321469,0.002435707893040985,0.003524900705595565,0.0012181234055914695,0.001187508593491399,0.0025165304967410323
env_weather_wind_gusts_10m_mean_futcov_lag-2,0.0012836031905624121,0.002643906144986689,0.002482723105973263,0.003326870471380971,0.001862396992982602,0.003066544790864396,0.002847016823453859,0.002501865931457742
env_weather_sunshine_duration_futcov_lag6,0.0016798308133072878,0.002062495403905595,0.0019754323654143867,0.0027840255428410506,0.0024769217449044523,0.0016055854816477571,0.004787567568766887,0.0024816941315410593
env_weather_pressure_msl_min_futcov_lag0,0.004076621876079995,0.002826371492214109,0.003117019957440285,0.000631557603940642,0.0018503663823326722,0.002710371023310126,0.0019296733356200808,0.0024488545244197015
env_weather_wind_speed_10m_max_futcov_lag0,0.0023128475291592544,0.0030439876545168333,0.003086212890439728,0.0018036030426737777,0.0026895892445127196,0.0014894723132355603,0.0026602880331397173,0.0024408572439539415
env_weather_pressure_msl_min_futcov_lag2,0.004259642987650996,0.001138406398876065,0.002301751582247839,0.0028060436077472647,0.004192330454352335,0.000927830252948034,0.0013981290000531338,0.0024320191834108092
ewm_expdecay7_dist_to_nearest_contested_km_pastcov_lag-7,0.001740760785356706,0.0017506730620642456,0.002469783835748676,0.0017319044824922608,0.0009893757283292125,0.0037861043337106106,0.004284062997011,0.002393237889244673
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag4,0.0024081289548810777,0.0014191538632551336,0.00255679945078497,0.002096967269391383,0.00258129806821774,0.002203103323924071,0.003390165821907787,0.0023793738217660234
env_weather_wind_gusts_10m_max_futcov_lag3,0.0021229580641739776,0.0017030020905365428,0.0029177207334911,0.0038093732477294385,0.0023414674543329964,0.0024419441131148176,0.0013148676741977306,0.002378761911082372
env_weather_wind_gusts_10m_mean_futcov_lag1,0.0017061945455130948,0.005675458626428087,0.0022662341951456195,0.00043409312281754485,0.0022050241585195346,0.0023780066512501226,0.0019464948450556227,0.0023730723063899463
env_weather_shortwave_radiation_sum_futcov_lag4,0.001845270831266283,0.0026578413968013155,0.0018966885057805053,0.0014502539013204958,0.005103552726827586,0.002890864280246737,0.0006636911071806526,0.0023583089642033686
env_weather_wind_speed_10m_mean_futcov_lag1,0.002554033883764012,0.0032961194013646764,0.003299247097169803,0.0017343096146437856,0.001435673866713206,0.0021587592782476104,0.0020028118784815225,0.002354422145769231
